,ID_ESCUELA,NOMBRE_ESCUELA
3246,388,BENAVENTE
3247,456,EURO LICEO PUEBLA S.C.
3248,910,ALFONSO CALDERàN MORENO
3249,181,HERMANOS SERDAN
3250,716,JOS MA. MORELOS Y PAVàN
3251,2,COLEGIO MIGUEL HIDALGO
3252,716,JOS MA. MORELOS Y PAVàN
3253,882,CORDE 10
3254,773,COBAEP PLANTEL 21
3255,559,UNIVERSIDAD DEL VALLE DE PUEBLA
3256,723,PDTE. GUSTAVO DIAZ ORDAZ
3257,910,ALFONSO CALDERàN MORENO
3258,753,COBAEP PLANTEL 1
3259,504,INST. WASHINGTON A.C.
3260,913,ENRIQUE CABRERA BARROSO (URBANA)
3261,198,4 DE NOVIEMBRE DE 1920
3262,198,4 DE NOVIEMBRE DE 1920
3263,436,COLEGIO NACIONAL
3264,684,CBTIS PLANTEL NO. 260
3265,457,FEDERICA M. BONILLA
3266,457,FEDERICA M. BONILLA
3267,1115,PREP. DE ORIENTE
3268,767,COBAEP PLANTEL 15
3269,436,COLEGIO NACIONAL
3270,466,INST. ANGELOPOLITANO A.C.
3271,466,INST. ANGELOPOLITANO A.C.
3272,466,INST. ANGELOPOLITANO A.C.
3273,571,BENEMRITO INSTITUTO NORMAL DEL ESTADO
3274,1143,BINE
3275,1384,COLEGIO MARTIRES DE 1910 A.C.
3276,719,NI¥OS HROES DE CHAPULTEPEC
3277,489,INST. MXICO DE PUEBLA A.C.
3278,72,CENTRO DE ESTUDIOS DE BACHILLERATO LIC.
3279,415,COLEGIO CULTURAL A.C. PLANTEL 3
3280,413,COLEGIO CULTURAL A.C. PLANTEL 1
3281,413,COLEGIO CULTURAL A.C. PLANTEL 1
3282,336,CUAUHTEMOC
3283,719,NI¥OS HROES DE CHAPULTEPEC
3284,915,LIC. BENITO JUµREZ GARCÖA
3285,1243,INSTITUTO WASHINGTON
3286,716,JOS MA. MORELOS Y PAVàN
3287,512,JOS MARÖA LAFRAGUA
3288,772,COBAEP PLANTEL 20
3289,80,INST. JOS MARÖA MORELOS
3290,782,COBAEP PLANTEL 30
3291,754,COBAEP PLANTEL 2
3292,754,COBAEP PLANTEL 2
3293,754,COBAEP PLANTEL 2
3294,1220,ABIERTA
3295,144,COLEGIO BENAVENTE
3296,571,BENEMRITO INSTITUTO NORMAL DEL ESTADO
3297,719,NI¥OS HROES DE CHAPULTEPEC
3298,502,INST. VEL A.C
3299,755,COBAEP PLANTEL 3
3300,1143,BINE
3301,683,CBTIS PLANTEL NO. 257
3302,470,INST. CARLOS PEREYRA DE PUEBLA A.C.
3303,1385,INSTITUTO GARCIA DE CISNEROS
3304,545,PROFR. SALVADOR CµRABEZ GONZµLEZ
3305,767,COBAEP PLANTEL 15
3306,677,CBTIS PLANTEL NO. 184
3307,719,NI¥OS HROES DE CHAPULTEPEC
3308,1263,UNIVERSIDAD BENITO JUAREZ
3309,1178,UNIVERSIDAD POPULAR AUTONOMA DE PUEBLA
3310,767,COBAEP PLANTEL 15
3311,698,CBTIS PLANTEL NO. 3
3312,723,PDTE. GUSTAVO DIAZ ORDAZ
3313,521,LµZARO CµRDENAS DEL RÖO
3314,723,PDTE. GUSTAVO DIAZ ORDAZ
3315,426,COLEGIO ISABEL LA CATàLICA
3316,426,COLEGIO ISABEL LA CATàLICA
3317,497,INST. RIEMANN DE MXICO
3318,767,COBAEP PLANTEL 15
3319,767,COBAEP PLANTEL 15
3320,911,EMILIANO ZAPATA SALAZAR
3321,719,NI¥OS HROES DE CHAPULTEPEC
3322,1386,BACHILLERATO GENERAL OFICIAL NAHUI-OLLIN
3323,188,HROES DE PUEBLA
3324,719,NI¥OS HROES DE CHAPULTEPEC
3325,1253,UNIDADES BASICAS UPAPEP
3326,393,CADETE JUAN ESCUTIA
3327,790,COBACH PLANTEL 13
3328,753,COBAEP PLANTEL 1
3329,909,2 DE OCTUBRE DE 1968
3330,1160,INSTITUTO MEXICANO MADERO
3331,752,CETIS PLANTEL NO. 79
3332,841,COBAT PLANTEL 11
3333,1387,COBACH PLANTEL 12
3334,1388,INSTITUTO VEL
3335,492,INST. NORMAL QUEVEDO
3336,694,CBTIS PLANTEL NO. 153
3337,489,INST. MXICO DE PUEBLA A.C.
3338,909,2 DE OCTUBRE DE 1968
3339,1221,HERMENEGILDO GALEANA
3340,753,COBAEP PLANTEL 1
3341,1268,PREPARATORIA NUMERO 23
3342,677,CBTIS PLANTEL NO. 184
3343,909,2 DE OCTUBRE DE 1968
3344,833,COBAT PLANTEL 02
3345,533,MµXIMO SERDµN
3346,772,COBAEP PLANTEL 20
3347,915,LIC. BENITO JUµREZ GARCÖA
3348,915,LIC. BENITO JUµREZ GARCÖA
3349,766,COBAEP PLANTEL 14
3350,915,LIC. BENITO JUµREZ GARCÖA
3351,915,LIC. BENITO JUµREZ GARCÖA
3352,380,2 DE ABRIL
3353,835,COBAT PLANTEL 04
3354,1143,BINE
3355,1389,CBTIS PLANTEL 216
3356,181,HERMANOS SERDAN
3357,716,JOS MA. MORELOS Y PAVàN
3358,1390,UNIVERSIDAD LATINA
3359,565,UPAEP MIXTO SUR
3360,181,HERMANOS SERDAN
3361,181,HERMANOS SERDAN
3362,778,COBAEP PLANTEL 26
3363,494,INST. ORIENTE DE PUEBLA A.C.
3364,778,COBAEP PLANTEL 26
3365,913,ENRIQUE CABRERA BARROSO (URBANA)
3366,723,PDTE. GUSTAVO DIAZ ORDAZ
3367,1391,INST. ARTE Y CULTURA
3368,707,CBTIS PLANTEL NO. 66
3369,188,HROES DE PUEBLA
3370,723,PDTE. GUSTAVO DIAZ ORDAZ
3371,415,COLEGIO CULTURAL A.C. PLANTEL 3
3372,494,INST. ORIENTE DE PUEBLA A.C.
3373,729,PROF. ENRIQUE MARTINEZ MARQUEZ
3374,683,CBTIS PLANTEL NO. 257
3375,866,CONALEP PLANTEL ZACUALPAN
3376,512,JOS MARÖA LAFRAGUA
3377,799,COBAEG PLANTEL 21
3378,144,COLEGIO BENAVENTE
3379,388,BENAVENTE
3380,144,COLEGIO BENAVENTE
3381,151,OCTAVIO PAZ LOZANO
3382,915,LIC. BENITO JUµREZ GARCÖA
3383,1360,INSTITUTO ALTAMIRANO
3384,1108,INST. GONZALO GARCIA
3385,77,INST. DOMINGO ARENAS
3386,447,ENRIQUE MARTÖNEZ MµRQUEZ
3387,1392,UNIVERSIDAD DE AMERICA LATINA
3388,512,JOS MARÖA LAFRAGUA
3389,911,EMILIANO ZAPATA SALAZAR
3390,911,EMILIANO ZAPATA SALAZAR
3391,719,NI¥OS HROES DE CHAPULTEPEC
3392,1214,OCTAVIO PAZ
3393,411,COLEGIO AZTECA A.C.
3394,754,COBAEP PLANTEL 2
3395,767,COBAEP PLANTEL 15
3396,910,ALFONSO CALDERàN MORENO
3397,559,UNIVERSIDAD DEL VALLE DE PUEBLA
3398,1223,UNIVERSIDAD DE GUERRERO
3399,1214,OCTAVIO PAZ
3400,716,JOS MA. MORELOS Y PAVàN
3401,659,CBTIS PLANTEL NO. 56
3402,418,COLEGIO ESPARZA
3403,799,COBAEG PLANTEL 21
3404,226,HERMANOS SERDAN
3405,181,HERMANOS SERDAN
3406,730,PROF. GREGORIO DE GANTE
3407,754,COBAEP PLANTEL 2
3408,1393,INSTITUTO OVIEDO
3409,1394,ENRIQUE CABRERA
3410,556,UNIVERSIDAD DE PUEBLA
3411,754,COBAEP PLANTEL 2
3412,1395,COLEGIO FRANCISCANO
3413,909,2 DE OCTUBRE DE 1968
3414,429,COLEGIO LIBERTADORES DE AMRICA
3415,915,LIC. BENITO JUµREZ GARCÖA
3416,909,2 DE OCTUBRE DE 1968
3417,915,LIC. BENITO JUµREZ GARCÖA
3418,185,FRANCISCO I. MADERO
3419,910,ALFONSO CALDERàN MORENO
3420,329,COLEGIO ESPARZA DE TEPEACA
3421,1266,LICEO CULTURAL MEXICANO
3422,509,JOS ANTONIO JIMNEZ DE LAS CUEVAS
3423,844,COBAT PLANTEL 16
3424,835,COBAT PLANTEL 04
3425,1396,ESCUELA DE BACHILLERES ARTES Y OFICIOS
3426,767,COBAEP PLANTEL 15
3427,730,PROF. GREGORIO DE GANTE
3428,755,COBAEP PLANTEL 3
3429,912,ENRIQUE CABRERA BARROSO (REGIONAL)
3430,766,COBAEP PLANTEL 14
3431,719,NI¥OS HROES DE CHAPULTEPEC
3432,420,COLEGIO HISPANIDAD DE PUEBLA
3433,795,COBAEG PLANTEL 1
3434,766,COBAEP PLANTEL 14
3435,494,INST. ORIENTE DE PUEBLA A.C.
3436,911,EMILIANO ZAPATA SALAZAR
3437,912,ENRIQUE CABRERA BARROSO (REGIONAL)
3438,733,DEL VALLE DE TLAXCALA
3439,730,PROF. GREGORIO DE GANTE
3440,418,COLEGIO ESPARZA
3441,914,GRAL. LµZARO CµRDENAS DEL RÖO
3442,913,ENRIQUE CABRERA BARROSO (URBANA)
3443,1115,PREP. DE ORIENTE
3444,714,GRAL. RAFAEL µVILA CAMACHO
3445,684,CBTIS PLANTEL NO. 260
3446,773,COBAEP PLANTEL 21
3447,78,INST. FRAY PEDRO DE GANTE
3448,1397,CENTRO ESCOLAR GUTAVO DIAZ ORDAZ
3449,436,COLEGIO NACIONAL
3450,912,ENRIQUE CABRERA BARROSO (REGIONAL)
3451,184,JUAN ESCUTIA
3452,413,COLEGIO CULTURAL A.C. PLANTEL 1
3453,753,COBAEP PLANTEL 1
3454,909,2 DE OCTUBRE DE 1968
3455,909,2 DE OCTUBRE DE 1968
3456,226,HERMANOS SERDAN
3457,181,HERMANOS SERDAN
3458,909,2 DE OCTUBRE DE 1968
3459,540,PACHECO Y HENNING
3460,773,COBAEP PLANTEL 21
3461,837,COBAT PLANTEL 06
3462,909,2 DE OCTUBRE DE 1968
3463,759,COBAEP PLANTEL 7
3464,1170,PREPARATORIA NO. 31
3465,909,2 DE OCTUBRE DE 1968
3466,472,INST. COVADONGA
3467,754,COBAEP PLANTEL 2
3468,1081,PREPERATORIA DOMINGO ARENAS
3469,472,INST. COVADONGA
3470,754,COBAEP PLANTEL 2
3471,684,CBTIS PLANTEL NO. 260
3472,490,INST. MODERNO PEDAGàGICO A.C.
3473,1398,DOMINGO ARENAS
3474,418,COLEGIO ESPARZA
3475,399,CENTRO CULTURAL JALIL GIBRAN
3476,755,COBAEP PLANTEL 3
3477,828,COBATAB PLANTEL 34
3478,1002,LIC. CSAR LINTON RODRÖGUEZ
3479,832,COBAT PLANTEL 01
3480,756,COBAEP PLANTEL 4
3481,770,COBAEP PLANTEL 18
3482,833,COBAT PLANTEL 02
3483,658,CBTIS PLANTEL NO. 178
3484,917,UNIDAD REGIONAL LIBRES
3485,684,CBTIS PLANTEL NO. 260
3486,698,CBTIS PLANTEL NO. 3
3487,1399,CBTIS 1 TLAXCALA
3488,658,CBTIS PLANTEL NO. 178
3489,698,CBTIS PLANTEL NO. 3
